,Inputs,Outputs,Output Class,Inputs 0,Inputs 1,Inputs 2,Inputs 3,Inputs 4
8131,"[7, 6, 3, 10, 6]",3.0,5,7,6,3,10,6
8132,"[3, 2, 8, 7, 1]",0.5,0,3,2,8,7,1
8133,"[3, 3, 1, 2, 7]",3.5,6,3,3,1,2,7
8134,"[4, 8, 2, 9, 3]",1.5,2,4,8,2,9,3
8135,"[3, 10, 10, 5, 6]",3.0,5,3,10,10,5,6
8136,"[1, 9, 1, 2, 4]",2.0,3,1,9,1,2,4
8137,"[8, 1, 9, 9, 8]",4.0,7,8,1,9,9,8
8138,"[5, 8, 3, 9, 4]",2.0,3,5,8,3,9,4
8139,"[10, 3, 8, 5, 4]",2.0,3,10,3,8,5,4
8140,"[10, 3, 7, 10, 9]",4.5,8,10,3,7,10,9
8141,"[7, 1, 1, 1, 10]",5.0,10,7,1,1,1,10
8142,"[9, 10, 3, 3, 3]",1.5,2,9,10,3,3,3
8143,"[8, 3, 6, 8, 9]",4.5,8,8,3,6,8,9
8144,"[7, 4, 10, 10, 5]",2.5,4,7,4,10,10,5
8145,"[6, 4, 5, 5, 7]",3.5,6,6,4,5,5,7
8146,"[5, 6, 7, 10, 1]",0.5,0,5,6,7,10,1
8147,"[7, 2, 7, 5, 4]",2.0,3,7,2,7,5,4
8148,"[7, 5, 9, 1, 7]",3.5,6,7,5,9,1,7
8149,"[1, 5, 10, 1, 3]",1.5,2,1,5,10,1,3
8150,"[10, 7, 6, 2, 1]",0.5,0,10,7,6,2,1
8151,"[10, 10, 10, 3, 6]",3.0,5,10,10,10,3,6
8152,"[9, 8, 4, 9, 2]",1.0,1,9,8,4,9,2
8153,"[3, 6, 1, 4, 9]",4.5,8,3,6,1,4,9
8154,"[8, 7, 5, 9, 3]",1.5,2,8,7,5,9,3
8155,"[7, 6, 3, 2, 4]",2.0,3,7,6,3,2,4
8156,"[3, 10, 1, 4, 8]",4.0,7,3,10,1,4,8
8157,"[8, 2, 3, 10, 8]",4.0,7,8,2,3,10,8
8158,"[9, 4, 3, 2, 1]",0.5,0,9,4,3,2,1
8159,"[4, 1, 9, 7, 4]",2.0,3,4,1,9,7,4
8160,"[8, 4, 6, 5, 4]",2.0,3,8,4,6,5,4
8161,"[9, 3, 1, 7, 1]",0.5,0,9,3,1,7,1
8162,"[9, 4, 2, 4, 4]",2.0,3,9,4,2,4,4
8163,"[4, 8, 3, 4, 4]",2.0,3,4,8,3,4,4
8164,"[3, 2, 8, 7, 5]",2.5,4,3,2,8,7,5
8165,"[3, 7, 7, 6, 6]",3.0,5,3,7,7,6,6
8166,"[5, 4, 3, 9, 10]",5.0,10,5,4,3,9,10
8167,"[4, 2, 1, 3, 2]",1.0,1,4,2,1,3,2
8168,"[1, 5, 7, 9, 4]",2.0,3,1,5,7,9,4
8169,"[10, 10, 1, 4, 3]",1.5,2,10,10,1,4,3
8170,"[5, 2, 10, 5, 3]",1.5,2,5,2,10,5,3
8171,"[6, 2, 8, 7, 4]",2.0,3,6,2,8,7,4
8172,"[9, 5, 8, 5, 3]",1.5,2,9,5,8,5,3
8173,"[7, 9, 1, 4, 1]",0.5,0,7,9,1,4,1
8174,"[10, 1, 8, 7, 7]",3.5,6,10,1,8,7,7
8175,"[7, 8, 4, 3, 6]",3.0,5,7,8,4,3,6
8176,"[8, 8, 8, 6, 4]",2.0,3,8,8,8,6,4
8177,"[1, 6, 1, 3, 2]",1.0,1,1,6,1,3,2
8178,"[1, 6, 5, 8, 8]",4.0,7,1,6,5,8,8
8179,"[8, 1, 6, 8, 1]",0.5,0,8,1,6,8,1
8180,"[2, 9, 8, 4, 1]",0.5,0,2,9,8,4,1
8181,"[2, 9, 3, 2, 3]",1.5,2,2,9,3,2,3
8182,"[9, 4, 9, 8, 9]",4.5,8,9,4,9,8,9
8183,"[6, 1, 3, 4, 3]",1.5,2,6,1,3,4,3
8184,"[3, 8, 3, 1, 6]",3.0,5,3,8,3,1,6
8185,"[4, 6, 2, 7, 4]",2.0,3,4,6,2,7,4
8186,"[6, 10, 5, 7, 5]",2.5,4,6,10,5,7,5
8187,"[9, 5, 9, 5, 1]",0.5,0,9,5,9,5,1
8188,"[1, 6, 3, 1, 10]",5.0,10,1,6,3,1,10
8189,"[10, 10, 10, 1, 6]",3.0,5,10,10,10,1,6
8190,"[9, 7, 3, 9, 3]",1.5,2,9,7,3,9,3
8191,"[4, 3, 10, 1, 6]",3.0,5,4,3,10,1,6
8192,"[10, 10, 9, 4, 5]",2.5,4,10,10,9,4,5
8193,"[2, 3, 2, 7, 3]",1.5,2,2,3,2,7,3
8194,"[1, 10, 5, 7, 9]",4.5,8,1,10,5,7,9
8195,"[9, 2, 3, 1, 1]",0.5,0,9,2,3,1,1
8196,"[1, 6, 5, 3, 10]",5.0,10,1,6,5,3,10
8197,"[3, 1, 9, 8, 3]",1.5,2,3,1,9,8,3
8198,"[5, 4, 3, 4, 1]",0.5,0,5,4,3,4,1
8199,"[3, 10, 7, 4, 2]",1.0,1,3,10,7,4,2
8200,"[10, 8, 5, 5, 1]",0.5,0,10,8,5,5,1
8201,"[9, 2, 2, 6, 7]",3.5,6,9,2,2,6,7
8202,"[7, 5, 7, 5, 6]",3.0,5,7,5,7,5,6
8203,"[2, 3, 8, 2, 4]",2.0,3,2,3,8,2,4
8204,"[10, 5, 9, 6, 8]",4.0,7,10,5,9,6,8
8205,"[3, 5, 2, 8, 10]",5.0,10,3,5,2,8,10
8206,"[3, 7, 9, 4, 2]",1.0,1,3,7,9,4,2
8207,"[2, 7, 4, 4, 10]",5.0,10,2,7,4,4,10
8208,"[5, 10, 9, 6, 8]",4.0,7,5,10,9,6,8
8209,"[4, 6, 4, 8, 2]",1.0,1,4,6,4,8,2
8210,"[3, 7, 7, 1, 1]",0.5,0,3,7,7,1,1
8211,"[3, 6, 3, 5, 7]",3.5,6,3,6,3,5,7
8212,"[10, 6, 3, 6, 8]",4.0,7,10,6,3,6,8
8213,"[7, 8, 9, 4, 6]",3.0,5,7,8,9,4,6
8214,"[10, 1, 2, 6, 6]",3.0,5,10,1,2,6,6
8215,"[9, 5, 5, 6, 10]",5.0,10,9,5,5,6,10
8216,"[5, 4, 10, 10, 5]",2.5,4,5,4,10,10,5
8217,"[7, 1, 10, 6, 8]",4.0,7,7,1,10,6,8
8218,"[2, 2, 7, 4, 5]",2.5,4,2,2,7,4,5
8219,"[1, 8, 3, 10, 2]",1.0,1,1,8,3,10,2
8220,"[2, 10, 2, 6, 10]",5.0,10,2,10,2,6,10
8221,"[7, 4, 3, 5, 10]",5.0,10,7,4,3,5,10
8222,"[6, 8, 6, 6, 3]",1.5,2,6,8,6,6,3
8223,"[6, 5, 6, 5, 7]",3.5,6,6,5,6,5,7
8224,"[9, 3, 2, 9, 6]",3.0,5,9,3,2,9,6
8225,"[5, 9, 2, 10, 3]",1.5,2,5,9,2,10,3
8226,"[1, 7, 7, 10, 3]",1.5,2,1,7,7,10,3
8227,"[10, 5, 7, 7, 5]",2.5,4,10,5,7,7,5
8228,"[4, 3, 4, 6, 3]",1.5,2,4,3,4,6,3
8229,"[10, 6, 8, 9, 5]",2.5,4,10,6,8,9,5
8230,"[6, 10, 2, 4, 7]",3.5,6,6,10,2,4,7
8231,"[6, 2, 2, 4, 9]",4.5,8,6,2,2,4,9
8232,"[3, 3, 3, 4, 3]",1.5,2,3,3,3,4,3
8233,"[9, 4, 8, 5, 1]",0.5,0,9,4,8,5,1
8234,"[9, 9, 1, 10, 6]",3.0,5,9,9,1,10,6
8235,"[10, 1, 10, 7, 7]",3.5,6,10,1,10,7,7
8236,"[9, 5, 1, 6, 2]",1.0,1,9,5,1,6,2
8237,"[7, 5, 10, 1, 5]",2.5,4,7,5,10,1,5
8238,"[1, 5, 2, 5, 2]",1.0,1,1,5,2,5,2
8239,"[9, 4, 9, 3, 4]",2.0,3,9,4,9,3,4
8240,"[1, 3, 3, 1, 6]",3.0,5,1,3,3,1,6
8241,"[5, 1, 9, 8, 9]",4.5,8,5,1,9,8,9
8242,"[1, 5, 4, 8, 3]",1.5,2,1,5,4,8,3
8243,"[8, 5, 2, 3, 5]",2.5,4,8,5,2,3,5
8244,"[5, 6, 1, 6, 6]",3.0,5,5,6,1,6,6
8245,"[9, 5, 7, 2, 3]",1.5,2,9,5,7,2,3
8246,"[8, 7, 8, 6, 7]",3.5,6,8,7,8,6,7
8247,"[3, 4, 2, 3, 10]",5.0,10,3,4,2,3,10
8248,"[8, 9, 9, 2, 8]",4.0,7,8,9,9,2,8
8249,"[7, 10, 7, 3, 10]",5.0,10,7,10,7,3,10
8250,"[1, 5, 9, 1, 6]",3.0,5,1,5,9,1,6
8251,"[8, 8, 3, 9, 8]",4.0,7,8,8,3,9,8
8252,"[10, 5, 5, 5, 5]",2.5,4,10,5,5,5,5
8253,"[2, 2, 4, 2, 5]",2.5,4,2,2,4,2,5
8254,"[9, 1, 2, 7, 10]",5.0,10,9,1,2,7,10
8255,"[5, 10, 8, 10, 5]",2.5,4,5,10,8,10,5
8256,"[9, 8, 5, 7, 8]",4.0,7,9,8,5,7,8
8257,"[10, 9, 9, 7, 6]",3.0,5,10,9,9,7,6
8258,"[4, 3, 4, 8, 5]",2.5,4,4,3,4,8,5
8259,"[10, 9, 4, 3, 10]",5.0,10,10,9,4,3,10
8260,"[6, 9, 9, 6, 7]",3.5,6,6,9,9,6,7
8261,"[2, 8, 4, 4, 6]",3.0,5,2,8,4,4,6
8262,"[10, 4, 2, 8, 3]",1.5,2,10,4,2,8,3
8263,"[2, 5, 7, 10, 1]",0.5,0,2,5,7,10,1
8264,"[7, 10, 9, 6, 8]",4.0,7,7,10,9,6,8
8265,"[10, 6, 9, 2, 6]",3.0,5,10,6,9,2,6
8266,"[9, 6, 9, 2, 3]",1.5,2,9,6,9,2,3
8267,"[5, 7, 4, 9, 7]",3.5,6,5,7,4,9,7
8268,"[7, 8, 4, 5, 3]",1.5,2,7,8,4,5,3
8269,"[7, 7, 8, 4, 5]",2.5,4,7,7,8,4,5
8270,"[7, 7, 6, 8, 3]",1.5,2,7,7,6,8,3
8271,"[5, 10, 9, 5, 2]",1.0,1,5,10,9,5,2
8272,"[5, 8, 7, 4, 2]",1.0,1,5,8,7,4,2
8273,"[6, 10, 5, 5, 10]",5.0,10,6,10,5,5,10
8274,"[3, 6, 8, 2, 2]",1.0,1,3,6,8,2,2
8275,"[7, 3, 8, 5, 7]",3.5,6,7,3,8,5,7
8276,"[4, 4, 8, 3, 2]",1.0,1,4,4,8,3,2
8277,"[7, 9, 3, 1, 7]",3.5,6,7,9,3,1,7
8278,"[10, 1, 2, 7, 2]",1.0,1,10,1,2,7,2
8279,"[9, 2, 4, 8, 3]",1.5,2,9,2,4,8,3
8280,"[1, 3, 4, 5, 6]",3.0,5,1,3,4,5,6
8281,"[7, 4, 10, 3, 3]",1.5,2,7,4,10,3,3
8282,"[3, 9, 1, 3, 2]",1.0,1,3,9,1,3,2
8283,"[2, 10, 8, 10, 4]",2.0,3,2,10,8,10,4
8284,"[1, 9, 6, 7, 4]",2.0,3,1,9,6,7,4
8285,"[5, 6, 8, 4, 8]",4.0,7,5,6,8,4,8
8286,"[9, 8, 5, 8, 5]",2.5,4,9,8,5,8,5
8287,"[8, 10, 1, 6, 10]",5.0,10,8,10,1,6,10
8288,"[2, 3, 7, 1, 7]",3.5,6,2,3,7,1,7
8289,"[5, 1, 10, 5, 9]",4.5,8,5,1,10,5,9
8290,"[5, 5, 9, 8, 4]",2.0,3,5,5,9,8,4
8291,"[5, 2, 9, 8, 6]",3.0,5,5,2,9,8,6
8292,"[7, 9, 1, 6, 5]",2.5,4,7,9,1,6,5
8293,"[7, 1, 5, 3, 7]",3.5,6,7,1,5,3,7
8294,"[2, 10, 10, 5, 5]",2.5,4,2,10,10,5,5
8295,"[3, 8, 4, 8, 1]",0.5,0,3,8,4,8,1
8296,"[6, 2, 8, 1, 5]",2.5,4,6,2,8,1,5
8297,"[7, 2, 3, 5, 9]",4.5,8,7,2,3,5,9
8298,"[6, 9, 7, 7, 2]",1.0,1,6,9,7,7,2
8299,"[5, 1, 5, 1, 1]",0.5,0,5,1,5,1,1
8300,"[9, 6, 8, 10, 3]",1.5,2,9,6,8,10,3
8301,"[2, 3, 3, 4, 2]",1.0,1,2,3,3,4,2
8302,"[6, 7, 1, 10, 1]",0.5,0,6,7,1,10,1
8303,"[7, 6, 8, 10, 9]",4.5,8,7,6,8,10,9
8304,"[3, 1, 6, 10, 10]",5.0,10,3,1,6,10,10
8305,"[4, 9, 1, 1, 7]",3.5,6,4,9,1,1,7
8306,"[8, 7, 2, 4, 5]",2.5,4,8,7,2,4,5
8307,"[4, 2, 2, 8, 4]",2.0,3,4,2,2,8,4
8308,"[7, 5, 4, 9, 6]",3.0,5,7,5,4,9,6
8309,"[10, 5, 6, 7, 1]",0.5,0,10,5,6,7,1
8310,"[8, 6, 6, 7, 9]",4.5,8,8,6,6,7,9
8311,"[1, 2, 5, 8, 5]",2.5,4,1,2,5,8,5
8312,"[4, 4, 3, 10, 8]",4.0,7,4,4,3,10,8
8313,"[7, 9, 10, 10, 5]",2.5,4,7,9,10,10,5
8314,"[1, 10, 4, 7, 7]",3.5,6,1,10,4,7,7
8315,"[10, 4, 9, 3, 2]",1.0,1,10,4,9,3,2
8316,"[8, 3, 4, 7, 5]",2.5,4,8,3,4,7,5
8317,"[5, 3, 3, 3, 9]",4.5,8,5,3,3,3,9
8318,"[4, 3, 9, 1, 1]",0.5,0,4,3,9,1,1
8319,"[10, 2, 10, 10, 3]",1.5,2,10,2,10,10,3
8320,"[1, 6, 7, 5, 4]",2.0,3,1,6,7,5,4
8321,"[7, 2, 4, 6, 10]",5.0,10,7,2,4,6,10
8322,"[10, 8, 2, 4, 7]",3.5,6,10,8,2,4,7
8323,"[6, 8, 4, 2, 3]",1.5,2,6,8,4,2,3
8324,"[2, 3, 9, 3, 8]",4.0,7,2,3,9,3,8
8325,"[5, 5, 10, 3, 9]",4.5,8,5,5,10,3,9
8326,"[6, 10, 4, 9, 2]",1.0,1,6,10,4,9,2
8327,"[7, 9, 4, 2, 7]",3.5,6,7,9,4,2,7
8328,"[7, 4, 6, 3, 1]",0.5,0,7,4,6,3,1
8329,"[10, 4, 10, 5, 2]",1.0,1,10,4,10,5,2
8330,"[6, 10, 10, 10, 3]",1.5,2,6,10,10,10,3
8331,"[1, 1, 2, 8, 10]",5.0,10,1,1,2,8,10
8332,"[10, 7, 7, 8, 6]",3.0,5,10,7,7,8,6
8333,"[2, 1, 10, 4, 3]",1.5,2,2,1,10,4,3
8334,"[9, 6, 6, 2, 9]",4.5,8,9,6,6,2,9
8335,"[6, 2, 2, 9, 10]",5.0,10,6,2,2,9,10
8336,"[6, 9, 1, 2, 4]",2.0,3,6,9,1,2,4
8337,"[6, 4, 5, 8, 1]",0.5,0,6,4,5,8,1
8338,"[1, 4, 10, 3, 4]",2.0,3,1,4,10,3,4
8339,"[8, 6, 1, 3, 7]",3.5,6,8,6,1,3,7
8340,"[6, 10, 2, 5, 7]",3.5,6,6,10,2,5,7
8341,"[3, 2, 4, 6, 8]",4.0,7,3,2,4,6,8
8342,"[5, 4, 6, 5, 5]",2.5,4,5,4,6,5,5
8343,"[2, 2, 2, 1, 6]",3.0,5,2,2,2,1,6
8344,"[6, 9, 9, 3, 5]",2.5,4,6,9,9,3,5
8345,"[4, 5, 2, 6, 8]",4.0,7,4,5,2,6,8
8346,"[5, 10, 10, 6, 7]",3.5,6,5,10,10,6,7
8347,"[7, 8, 4, 4, 8]",4.0,7,7,8,4,4,8
8348,"[9, 10, 8, 6, 7]",3.5,6,9,10,8,6,7
8349,"[3, 8, 4, 4, 5]",2.5,4,3,8,4,4,5
8350,"[8, 3, 6, 9, 5]",2.5,4,8,3,6,9,5
8351,"[8, 5, 8, 1, 4]",2.0,3,8,5,8,1,4
8352,"[10, 10, 9, 10, 2]",1.0,1,10,10,9,10,2
8353,"[4, 4, 4, 8, 8]",4.0,7,4,4,4,8,8
8354,"[5, 8, 4, 10, 2]",1.0,1,5,8,4,10,2
8355,"[1, 7, 4, 10, 5]",2.5,4,1,7,4,10,5
8356,"[4, 4, 1, 2, 7]",3.5,6,4,4,1,2,7
8357,"[3, 8, 3, 10, 5]",2.5,4,3,8,3,10,5
8358,"[5, 7, 7, 2, 10]",5.0,10,5,7,7,2,10
8359,"[6, 8, 3, 9, 10]",5.0,10,6,8,3,9,10
8360,"[10, 10, 4, 9, 1]",0.5,0,10,10,4,9,1
8361,"[9, 2, 8, 10, 5]",2.5,4,9,2,8,10,5
8362,"[9, 2, 10, 9, 6]",3.0,5,9,2,10,9,6
8363,"[4, 1, 4, 6, 6]",3.0,5,4,1,4,6,6
8364,"[1, 2, 5, 2, 10]",5.0,10,1,2,5,2,10
8365,"[3, 3, 8, 7, 3]",1.5,2,3,3,8,7,3
8366,"[7, 9, 8, 10, 8]",4.0,7,7,9,8,10,8
8367,"[1, 6, 1, 9, 4]",2.0,3,1,6,1,9,4
8368,"[7, 2, 10, 6, 1]",0.5,0,7,2,10,6,1
8369,"[6, 8, 4, 5, 3]",1.5,2,6,8,4,5,3
8370,"[10, 6, 8, 7, 9]",4.5,8,10,6,8,7,9
8371,"[6, 5, 2, 5, 7]",3.5,6,6,5,2,5,7
8372,"[8, 6, 8, 3, 1]",0.5,0,8,6,8,3,1
8373,"[1, 10, 5, 7, 3]",1.5,2,1,10,5,7,3
8374,"[1, 5, 3, 5, 6]",3.0,5,1,5,3,5,6
8375,"[3, 7, 4, 10, 9]",4.5,8,3,7,4,10,9
8376,"[3, 6, 4, 10, 8]",4.0,7,3,6,4,10,8
8377,"[3, 10, 8, 7, 6]",3.0,5,3,10,8,7,6
8378,"[4, 7, 3, 9, 10]",5.0,10,4,7,3,9,10
8379,"[6, 6, 8, 7, 8]",4.0,7,6,6,8,7,8
8380,"[6, 10, 3, 2, 6]",3.0,5,6,10,3,2,6
8381,"[9, 5, 3, 6, 4]",2.0,3,9,5,3,6,4
8382,"[10, 3, 3, 1, 8]",4.0,7,10,3,3,1,8
8383,"[10, 4, 9, 5, 2]",1.0,1,10,4,9,5,2
8384,"[8, 10, 1, 2, 5]",2.5,4,8,10,1,2,5
8385,"[9, 3, 8, 6, 9]",4.5,8,9,3,8,6,9
8386,"[8, 5, 8, 7, 6]",3.0,5,8,5,8,7,6
8387,"[3, 3, 9, 1, 7]",3.5,6,3,3,9,1,7
8388,"[1, 4, 2, 3, 1]",0.5,0,1,4,2,3,1
8389,"[10, 6, 7, 8, 10]",5.0,10,10,6,7,8,10
8390,"[10, 1, 3, 3, 5]",2.5,4,10,1,3,3,5
8391,"[2, 6, 4, 4, 4]",2.0,3,2,6,4,4,4
8392,"[4, 7, 3, 6, 1]",0.5,0,4,7,3,6,1
8393,"[3, 9, 5, 8, 3]",1.5,2,3,9,5,8,3
8394,"[3, 3, 2, 3, 8]",4.0,7,3,3,2,3,8
8395,"[5, 3, 4, 7, 7]",3.5,6,5,3,4,7,7
8396,"[6, 7, 8, 9, 5]",2.5,4,6,7,8,9,5
8397,"[1, 2, 2, 5, 3]",1.5,2,1,2,2,5,3
8398,"[8, 4, 4, 1, 8]",4.0,7,8,4,4,1,8
8399,"[5, 4, 7, 1, 2]",1.0,1,5,4,7,1,2
8400,"[6, 1, 4, 7, 7]",3.5,6,6,1,4,7,7
8401,"[2, 7, 4, 3, 10]",5.0,10,2,7,4,3,10
8402,"[4, 10, 7, 9, 4]",2.0,3,4,10,7,9,4
8403,"[8, 8, 1, 9, 5]",2.5,4,8,8,1,9,5
8404,"[9, 6, 5, 9, 7]",3.5,6,9,6,5,9,7
8405,"[3, 9, 8, 9, 7]",3.5,6,3,9,8,9,7
8406,"[4, 5, 4, 7, 2]",1.0,1,4,5,4,7,2
8407,"[10, 9, 10, 6, 1]",0.5,0,10,9,10,6,1
8408,"[7, 9, 6, 1, 9]",4.5,8,7,9,6,1,9
8409,"[8, 10, 1, 9, 3]",1.5,2,8,10,1,9,3
8410,"[2, 8, 2, 9, 8]",4.0,7,2,8,2,9,8
8411,"[8, 1, 10, 6, 2]",1.0,1,8,1,10,6,2
8412,"[2, 6, 10, 3, 7]",3.5,6,2,6,10,3,7
8413,"[6, 9, 7, 4, 9]",4.5,8,6,9,7,4,9
8414,"[2, 8, 1, 4, 4]",2.0,3,2,8,1,4,4
8415,"[7, 5, 7, 8, 5]",2.5,4,7,5,7,8,5
8416,"[7, 6, 5, 9, 8]",4.0,7,7,6,5,9,8
8417,"[9, 5, 9, 3, 9]",4.5,8,9,5,9,3,9
8418,"[10, 4, 9, 1, 7]",3.5,6,10,4,9,1,7
8419,"[5, 10, 4, 5, 9]",4.5,8,5,10,4,5,9
8420,"[1, 8, 1, 9, 6]",3.0,5,1,8,1,9,6
8421,"[6, 3, 9, 3, 3]",1.5,2,6,3,9,3,3
8422,"[2, 8, 4, 6, 4]",2.0,3,2,8,4,6,4
8423,"[7, 5, 10, 1, 2]",1.0,1,7,5,10,1,2
8424,"[4, 5, 8, 10, 2]",1.0,1,4,5,8,10,2
8425,"[3, 5, 10, 1, 5]",2.5,4,3,5,10,1,5
8426,"[6, 7, 1, 7, 1]",0.5,0,6,7,1,7,1
8427,"[7, 4, 10, 7, 5]",2.5,4,7,4,10,7,5
8428,"[8, 5, 6, 10, 3]",1.5,2,8,5,6,10,3
8429,"[7, 7, 1, 4, 8]",4.0,7,7,7,1,4,8
8430,"[5, 2, 3, 10, 3]",1.5,2,5,2,3,10,3
8431,"[4, 7, 4, 9, 5]",2.5,4,4,7,4,9,5
8432,"[8, 7, 7, 5, 4]",2.0,3,8,7,7,5,4
8433,"[5, 3, 9, 5, 3]",1.5,2,5,3,9,5,3
8434,"[10, 4, 4, 10, 5]",2.5,4,10,4,4,10,5
8435,"[5, 2, 3, 3, 10]",5.0,10,5,2,3,3,10
8436,"[2, 8, 1, 8, 9]",4.5,8,2,8,1,8,9
8437,"[6, 9, 1, 3, 7]",3.5,6,6,9,1,3,7
8438,"[1, 2, 5, 5, 3]",1.5,2,1,2,5,5,3
8439,"[9, 8, 7, 6, 9]",4.5,8,9,8,7,6,9
8440,"[2, 6, 6, 10, 8]",4.0,7,2,6,6,10,8
8441,"[4, 8, 6, 4, 2]",1.0,1,4,8,6,4,2
8442,"[7, 4, 7, 6, 8]",4.0,7,7,4,7,6,8
8443,"[3, 10, 1, 4, 8]",4.0,7,3,10,1,4,8
8444,"[8, 5, 7, 8, 2]",1.0,1,8,5,7,8,2
8445,"[9, 10, 5, 5, 6]",3.0,5,9,10,5,5,6
8446,"[10, 5, 10, 10, 2]",1.0,1,10,5,10,10,2
8447,"[8, 6, 2, 10, 6]",3.0,5,8,6,2,10,6
8448,"[3, 5, 3, 2, 7]",3.5,6,3,5,3,2,7
8449,"[5, 4, 2, 10, 2]",1.0,1,5,4,2,10,2
8450,"[8, 10, 8, 8, 1]",0.5,0,8,10,8,8,1
8451,"[1, 9, 4, 10, 9]",4.5,8,1,9,4,10,9
8452,"[9, 3, 4, 8, 10]",5.0,10,9,3,4,8,10
8453,"[2, 4, 8, 10, 2]",1.0,1,2,4,8,10,2
8454,"[6, 5, 8, 6, 5]",2.5,4,6,5,8,6,5
8455,"[4, 7, 9, 7, 4]",2.0,3,4,7,9,7,4
8456,"[3, 2, 2, 3, 2]",1.0,1,3,2,2,3,2
8457,"[8, 6, 5, 8, 2]",1.0,1,8,6,5,8,2
8458,"[6, 2, 1, 5, 10]",5.0,10,6,2,1,5,10
8459,"[6, 8, 10, 6, 7]",3.5,6,6,8,10,6,7
8460,"[8, 2, 8, 9, 3]",1.5,2,8,2,8,9,3
8461,"[6, 4, 6, 5, 2]",1.0,1,6,4,6,5,2
8462,"[8, 8, 10, 10, 5]",2.5,4,8,8,10,10,5
8463,"[7, 6, 7, 2, 10]",5.0,10,7,6,7,2,10
8464,"[8, 2, 3, 6, 4]",2.0,3,8,2,3,6,4
8465,"[4, 3, 7, 7, 7]",3.5,6,4,3,7,7,7
8466,"[4, 1, 2, 10, 9]",4.5,8,4,1,2,10,9
8467,"[6, 10, 10, 1, 3]",1.5,2,6,10,10,1,3
8468,"[6, 6, 8, 2, 4]",2.0,3,6,6,8,2,4
8469,"[5, 2, 6, 6, 7]",3.5,6,5,2,6,6,7
8470,"[1, 2, 8, 3, 2]",1.0,1,1,2,8,3,2
8471,"[9, 7, 6, 2, 5]",2.5,4,9,7,6,2,5
8472,"[2, 7, 4, 10, 2]",1.0,1,2,7,4,10,2
8473,"[1, 7, 2, 10, 1]",0.5,0,1,7,2,10,1
8474,"[6, 1, 3, 8, 8]",4.0,7,6,1,3,8,8
8475,"[6, 5, 5, 2, 10]",5.0,10,6,5,5,2,10
8476,"[10, 9, 9, 4, 6]",3.0,5,10,9,9,4,6
8477,"[9, 10, 7, 8, 5]",2.5,4,9,10,7,8,5
8478,"[1, 10, 7, 4, 5]",2.5,4,1,10,7,4,5
8479,"[3, 4, 10, 10, 4]",2.0,3,3,4,10,10,4
8480,"[5, 1, 7, 6, 4]",2.0,3,5,1,7,6,4
8481,"[7, 1, 7, 3, 6]",3.0,5,7,1,7,3,6
8482,"[8, 2, 9, 10, 10]",5.0,10,8,2,9,10,10
8483,"[2, 4, 10, 1, 6]",3.0,5,2,4,10,1,6
8484,"[1, 4, 2, 6, 10]",5.0,10,1,4,2,6,10
8485,"[6, 4, 2, 1, 2]",1.0,1,6,4,2,1,2
8486,"[3, 4, 1, 9, 8]",4.0,7,3,4,1,9,8
8487,"[4, 2, 2, 10, 8]",4.0,7,4,2,2,10,8
8488,"[3, 4, 8, 2, 10]",5.0,10,3,4,8,2,10
8489,"[1, 10, 8, 3, 1]",0.5,0,1,10,8,3,1
8490,"[9, 7, 3, 9, 8]",4.0,7,9,7,3,9,8
8491,"[2, 4, 3, 1, 7]",3.5,6,2,4,3,1,7
8492,"[5, 5, 9, 2, 5]",2.5,4,5,5,9,2,5
8493,"[7, 9, 3, 8, 5]",2.5,4,7,9,3,8,5
8494,"[7, 3, 10, 7, 8]",4.0,7,7,3,10,7,8
8495,"[6, 2, 4, 9, 9]",4.5,8,6,2,4,9,9
8496,"[6, 4, 9, 6, 5]",2.5,4,6,4,9,6,5
8497,"[3, 1, 5, 2, 4]",2.0,3,3,1,5,2,4
8498,"[3, 8, 2, 10, 4]",2.0,3,3,8,2,10,4
8499,"[8, 6, 9, 5, 1]",0.5,0,8,6,9,5,1
8500,"[6, 6, 1, 10, 8]",4.0,7,6,6,1,10,8
8501,"[4, 5, 2, 10, 4]",2.0,3,4,5,2,10,4
8502,"[6, 6, 3, 9, 1]",0.5,0,6,6,3,9,1
8503,"[9, 1, 6, 10, 1]",0.5,0,9,1,6,10,1
8504,"[6, 3, 8, 2, 6]",3.0,5,6,3,8,2,6
8505,"[5, 3, 7, 1, 7]",3.5,6,5,3,7,1,7
8506,"[10, 1, 9, 8, 7]",3.5,6,10,1,9,8,7
8507,"[1, 5, 7, 3, 1]",0.5,0,1,5,7,3,1
8508,"[1, 8, 6, 7, 3]",1.5,2,1,8,6,7,3
8509,"[4, 2, 2, 9, 10]",5.0,10,4,2,2,9,10
8510,"[2, 7, 10, 8, 8]",4.0,7,2,7,10,8,8
8511,"[7, 7, 10, 5, 3]",1.5,2,7,7,10,5,3
8512,"[6, 1, 10, 3, 1]",0.5,0,6,1,10,3,1
8513,"[10, 5, 7, 6, 4]",2.0,3,10,5,7,6,4
8514,"[7, 8, 5, 10, 8]",4.0,7,7,8,5,10,8
8515,"[10, 10, 10, 7, 5]",2.5,4,10,10,10,7,5
8516,"[6, 1, 8, 6, 2]",1.0,1,6,1,8,6,2
8517,"[3, 7, 6, 1, 1]",0.5,0,3,7,6,1,1
